submission_id,title,main_type,relevance,competence,prior,target
2620,Grandma,xor,0.07891364147019696,-1.0232166083211374,0.5643026408411944,0
2620,Champagne reception,some,-1.1603228023580812,-1.0232166083211374,-1.0479906187050751,0
2620,Final exam,some,0.9908046095702507,-0.8072342107863326,-1.0479906187050751,0
2620,Alissa's paint,xor,-1.3473773599170666,0.05669537935288624,1.531678596568956,0
2620,Harvard admission exams,some,0.9908046095702507,-0.6128500530050084,-1.0479906187050751,0
2620,Mrs. Gibbs' worry,xor,0.33611365811380184,1.13660736702691,-0.5643026408411944,0
2620,Crush,xor,0.9908046095702507,1.13660736702691,0.5643026408411944,0
2620,Mrs. Todd's math exams,some,-0.8797409660196032,1.13660736702691,-1.0479906187050751,0
2619,Crush,xor,0.9597118201204525,0.33179592645581824,-0.8017036032146104,0
2619,Leo's prize,xor,-0.39021249829073346,-0.6709650957217658,0.8358186501599132,0
2619,Tony's clubbing,xor,0.7909712803190543,0.44976781141788696,-0.4434956102889334,0
2619,Youth hostel,some,-0.6011381730424813,1.2165850636713336,0.42643808681628237,0
2619,Harvard admission exams,some,1.6346739793260456,0.6267256388609901,-1.5692921594839184,0
2619,Dinosaurs,some,-0.6433233079928309,-2.027641772785556,0.7334735093240056,0
2619,Gift unwrapping,some,-0.4745827681914326,0.39078186893685263,2.012787769772852,0
2619,Jimmy's trip,xor,-1.2761003322480744,-0.3170494408355597,-0.39232303987097955,0
2618,Danny's racket,xor,-0.9800884861296265,0.7705149701505601,1.0991112209836524,-1.2564238203343667
2618,Crime,xor,0.06026434057107736,-1.3685265887748754,0.333503404783958,-0.5924367444401228
2618,Hippies,xor,-1.208458618820025,0.9315180982417219,-0.466904766697541,-1.1648393960730916
2618,Tail-donkey blindfold,some,0.948370412144849,0.9315180982417219,-0.7627077865928775,1.0331867861975088
2618,Champagne reception,some,-1.0054629453174486,-1.3685265887748754,-1.4935152475107678,0.46078413456454
2618,Suzy's fruits,some,1.1513660856474253,0.4715091608384025,-0.6583067207474645,-0.5466445323094853
2618,Chloe's holiday,xor,-0.11735687374367697,-0.7475145232803941,1.0817110433427506,1.0331867861975088
2618,Final exam,some,1.1513660856474253,0.3795073733577386,-1.1803120499745292,1.0331867861975088
2617,Violinist,some,1.0729938440986901,-0.8033154406362246,0.26985411694301714,-0.8581755686082876
2617,Hotel check,some,0.21459876881973802,-0.5078430946550846,-0.7157000492836554,0.06749695483435969
2617,M&M's in the hospital,some,-0.643796306459214,1.043386721745901,2.5225493540325545,-0.4339089953637409
2617,Puzzles,some,-0.643796306459214,1.8559356731940362,-1.5604607631922318,1.0703088552305609
2617,Crush,xor,1.9313889193776421,0.009233510811910628,-0.29331969232936717,-1.8224177805277118
2617,Leo's prize,xor,-0.643796306459214,-0.8771835271315097,0.26985411694301714,0.6074725935092372
2617,Joshua's delay,xor,-0.643796306459214,-0.8771835271315097,0.26985411694301714,0.2989150856950215
2617,Brad Pitt,xor,-0.643796306459214,0.1569696838024807,-0.5045098708065113,1.0703088552305609
2616,The game,some,1.1044151303939576,-0.9200630652429116,0.6004075270242786,-0.14264935053936392
2616,Gerald's graduation,xor,-0.8705389851340607,0.011646367914467236,1.8510677342597568,0.42794805161809174
2616,Attendance,some,1.1044151303939576,0.8501848577561082,-0.8677588032086744,0.42794805161809174
2616,M&M's in the hospital,some,-0.9744839385829037,0.8501848577561082,-0.8677588032086744,0.42794805161809174
2616,College,xor,0.16891054935436997,-0.9666485369007806,-0.405558291839041,-2.4250389591691865
2616,Brad Pitt,xor,-1.1823738454805899,0.8501848577561082,-0.8677588032086744,0.42794805161809174
2616,Pete's accident,xor,1.1044151303939576,-1.5256741967952079,0.26055420984072464,0.42794805161809174
2616,Mrs. Todd's math exams,some,-0.45475917133868843,0.8501848577561082,-0.5414996187124627,0.42794805161809174
2615,Rotten tomatoes,some,0.8558067948118102,-1.0673623191406736,1.123141416618837,0.9498775737987503
2615,Alissa's paint,xor,-1.4743899517635046,-0.19947426947874883,1.4062863115647621,-0.32846233860330615
2615,Harvard admission exams,some,0.8558067948118102,-1.851261202706283,-0.688985911035085,-1.4647644829606896
2615,Star Trek expert,some,0.7597162073241683,0.5564282253880888,-0.7173004005296775,0.026632081508376176
2615,Harold's pet,xor,-0.9699143674533849,0.8083957236770347,-0.7314576452769738,1.0208964578210868
