submission_id,title,main_type,prior,competence,relevance,target
2571,Champagne reception,some,-1.475860431815852,-1.4956141481041711,-1.2818022658861883,0.4786938899039127
2571,Frank's laptop,xor,0.18681777617922177,0.4667406339186138,1.5120661459855036,0.7218399927122493
2571,Gerald's graduation,xor,1.2516791004007857,0.11242657605338872,-0.9133800577272839,0.23554778709557608
2571,Gigi's exams,xor,0.2989084418867548,-0.051102989115176696,0.3760976708288816,-0.6154635727336021
2571,Attendance,some,-1.1395884346932528,1.1208588945928755,0.3760976708288816,0.5394804156059968
2571,Mrs. Todd's math exams,some,-1.475860431815852,1.1208588945928755,0.5910106255882426,0.600266941308081
2571,School,xor,0.8406799928064979,0.3304659962781426,-1.3432059672460057,0.41790736420182856
2571,Schizophrenia talk,some,-1.064861324221564,-1.6046338582165482,0.6831161776279686,-2.3782728180940422
2570,Attendance,some,-1.0631240630149854,0.6576026293154537,1.3112752509824122,0.5919616959423263
2570,Joshua's delay,xor,1.5092306180675947,1.0600698122844745,0.3264807767752128,-0.6472852189275904
2570,Crush,xor,-0.7502701153157526,1.0600698122844745,-1.2149366611143164,-2.3733791360678316
2570,Grandma,xor,0.9530458221578477,-0.923518446634271,-0.8295823016419341,0.5919616959423263
2570,Brad Pitt,xor,-0.35051229325562194,-0.5497989195916088,-0.8295823016419341,0.3264087856130584
2570,Van Gogh exhibition,some,0.39686102624810066,1.0025745004317572,-0.8723994526944211,0.3264087856130584
2570,Harvard admission exams,some,-1.3064549112254997,-0.8660231347815537,1.0971894957199775,0.5919616959423263
2570,Final exam,some,-0.7502701153157526,-1.4409762533087263,1.0115551936150036,0.5919616959423263
2569,Harvard admission exams,some,-0.9599040823819339,-1.8670853604472701,1.420593611892236,-2.0012003841752706
2569,Leo's prize,xor,-0.9599040823819339,-0.33813356921485993,1.420593611892236,0.4962976952754671
2569,Frank's laptop,xor,0.20179801731892935,0.7791773551472859,0.30274945827211586,0.4962976952754671
2569,Chloe's holiday,xor,0.6926580594460546,0.45574524546350687,-0.9082483748163476,-0.2721632522478368
2569,Dinosaurs,some,-0.23997602059548342,0.220521892966213,-0.9082483748163476,0.4322592829818584
2569,Semester abroad,xor,1.6252921394875928,0.8379831932716094,0.48905681720880256,0.36822087068824977
2569,Champagne reception,some,-0.9599040823819339,-1.1614153029553884,-0.9082483748163476,-0.9125473751839234
2569,Mrs. Todd's math exams,some,-0.9599040823819339,1.0732065457689033,-0.9082483748163476,1.3928354673859882
2568,Hippies,xor,0.22186865645189027,0.23079291867983617,-0.6894416016541068,1.6491391192217457
2568,College,xor,-1.2011510021705787,-0.9470468042379484,1.2433519482821926,-0.33566548444336414
2568,Alissa's paint,xor,0.726811115963089,-0.5332112259154835,-0.07660462240601187,1.6491391192217457
2568,Crime,xor,0.7497630459408707,-0.5332112259154835,0.677656275130105,-0.37458322177013104
2568,Harry Potter,some,1.484224805229887,1.1857980994239858,-1.490843805286231,-1.0361847563251676
2568,Stand-up comedy show,some,-1.4077183719706146,-1.5518834187092432,-1.0194307443261579,-0.4524186964236647
2568,Attendance,some,-1.4077183719706146,1.1857980994239858,1.3847758665702146,-0.33566548444336414
2568,Teacher problems,some,0.3366283063407991,0.9629635572503509,-0.029463316310004563,-0.7637605950377996
2567,Puzzles,some,-1.3169842487639332,0.9124706806410395,-0.5110905563167768,0.7715167498104595
2567,Schizophrenia talk,some,-0.09608897952354885,-1.3030223338337024,-0.3031893130692744,-0.38575837490522974
2567,M&M's in the hospital,some,-0.3673990393547453,0.11716549595779885,-0.2685391058613573,1.697336849583011
2567,Greg's movie,xor,0.8704531086250886,0.14556925255362888,-0.3031893130692744,0.3086066999241838
2567,Gigi's exams,xor,0.5313155338360931,-0.9053697414920819,1.4293210473265792,-0.23145502494313785
2567,Presents,xor,1.2095906834140844,0.8840669240452095,0.5977160743365695,-0.38575837490522974
2567,Champagne reception,some,-1.8596043684263261,-1.2462148206420423,-1.8277984302176256,-1.9287918745261488
